"Date","GSPC","N225","FTSE","FCHI","GDAXI","SSE","BSE","HSI","TWII","MOEX"
2015-06-11,2108.86010742188,20382.970703125,6846.7001953125,4971.3701171875,11332.7802734375,5121.5927734375,26370.98046875,26907.849609375,9302.490234375,1652.23999023438
2015-06-12,2094.11010742188,20407.080078125,6784.89990234375,4901.18994140625,11196.490234375,5166.35009765625,26425.30078125,27280.5390625,9301.9296875,1654.76501464844
2015-06-15,2084.42993164062,20387.7890625,6710.5,4815.35986328125,10984.9697265625,5062.9931640625,26586.55078125,26861.810546875,9259.48046875,1657.2900390625
2015-06-16,2096.2900390625,20257.939453125,6710.10009765625,4839.85986328125,11044.009765625,4887.43212890625,26686.509765625,26566.69921875,9212.7802734375,1668.81994628906
2015-06-17,2100.43994140625,20219.26953125,6680.60009765625,4790.6201171875,10978.009765625,4967.89794921875,26832.66015625,26753.7890625,9189.830078125,1664.66003417969
2015-06-18,2121.23999023438,19990.8203125,6707.89990234375,4803.47998046875,11100.2998046875,4785.35595703125,27115.830078125,26694.66015625,9218.3701171875,1660.14001464844
2015-06-19,2109.98999023438,20174.240234375,6710.5,4815.3701171875,11040.099609375,4478.36376953125,27316.169921875,26760.529296875,9280.06982421875,1663.03002929688
2015-06-22,2122.85009765625,20428.189453125,6825.7001953125,4998.60986328125,11460.5,4527.42797851562,27730.2109375,27080.849609375,9341.76953125,1671.80004882812
2015-06-23,2124.19995117188,20809.419921875,6834.89990234375,5057.68017578125,11542.5400390625,4576.4921875,27804.369140625,27333.4609375,9391.1396484375,1657.22998046875
2015-06-24,2108.580078125,20868.029296875,6844.7998046875,5045.35009765625,11471.259765625,4690.14990234375,27729.669921875,27404.970703125,9397.3095703125,1651.84997558594
2015-06-25,2102.31005859375,20771.400390625,6807.7998046875,5041.7099609375,11473.1298828125,4527.77880859375,27895.970703125,27145.75,9476.33984375,1631.98999023438
2015-06-26,2101.48999023438,20706.150390625,6753.7001953125,5059.169921875,11492.4296875,4192.873046875,27811.83984375,26663.869140625,9462.5703125,1644.44995117188
2015-06-29,2057.63989257812,20109.94921875,6620.5,4869.81982421875,11083.2001953125,4053.03002929688,27645.150390625,25966.98046875,9236.099609375,1634.93005371094
2015-06-30,2063.11010742188,20235.73046875,6521,4790.2001953125,10944.9697265625,4277.22216796875,27780.830078125,26250.029296875,9323.01953125,1654.55004882812
